Hito [UY097613238],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-04-29 09:05,Potrero de paricion,Registro del nacimiento.
Primer calostro,2018-04-29 12:39,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2018-05-03 14:46,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2018-05-05 06:49,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2018-05-06 15:48,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2018-05-10 17:21,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2018-05-11 10:26,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2018-05-31 06:20,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-06-28 17:59,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2018-07-24 06:17,Manga / campo,Marcacion y vacunas.
Desparasitacion,2018-07-28 15:45,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2018-07-28 16:17,Potrero 6 (7654321-12007),Vacunacion clostridial
Lactancia,2018-10-22 15:38,Campo,Permanencia con la madre.
Destete,2018-12-09 09:48,Potrero de destete,Separacion de la madre.
Desparasitacion,2019-01-24 11:33,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2019-06-12 16:15,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2019-06-29 11:29,Potrero 6 (7654321-12007),Segundo celo detectado.
Desparasitacion,2019-07-23 15:16,Potrero 6 (7654321-12007),Antiparasitario programado.
Servicio (IA o natural),2019-07-24 14:35,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2019-07-24 17:30,Potrero 6 (7654321-12007),Tercer celo detectado.
Vacunacion clostridial,2019-07-28 14:20,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Seleccion de vientres,2019-09-10 13:20,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2019-09-22 17:46,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Recria,2019-10-08 18:31,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2020-01-19 13:29,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2020-05-02 07:58,Potrero de paricion,Supervision del parto.
Lactancia,2020-05-04 07:27,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2020-07-11 12:08,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2020-07-11 17:04,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2020-07-17 09:59,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2020-07-27 15:56,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2020-09-09 18:00,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2021-01-13 11:59,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2021-04-20 08:33,Potrero de paricion,Supervision del parto.
Lactancia,2021-04-22 17:07,Potrero 6 (7654321-12007),Lactancia con ternero.
Primer Celo posparto,2021-06-22 08:12,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2021-06-22 13:55,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2021-07-12 17:46,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2021-07-27 11:36,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2021-08-21 07:02,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-01-08 08:10,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2022-04-01 12:31,Potrero de paricion,Supervision del parto.
Lactancia,2022-04-03 08:40,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2022-05-25 13:08,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2022-05-25 18:33,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2022-07-07 14:45,Potrero 6 (7654321-12007),Antiparasitario programado.
Prenez confirmada,2022-07-24 17:55,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Vacunacion clostridial,2022-07-27 16:10,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2023-01-03 13:00,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-03-04 14:26,Potrero de paricion,Supervision del parto.
Lactancia,2023-03-06 12:00,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2023-04-17 10:07,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2023-06-16 12:18,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-07-02 11:26,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-07-27 08:18,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2023-12-29 08:09,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2024-06-26 13:04,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-07-26 14:43,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-12-23 06:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-06-21 17:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-07-26 09:51,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-12-18 09:44,Potrero 6 (7654321-12007),Antiparasitario programado.
