Hito [UY585582861],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-04-19 18:09,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2017-04-20 06:18,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2017-04-20 09:03,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2017-04-20 11:59,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2017-04-23 16:16,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2017-04-29 09:12,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2017-05-02 10:59,Manga / campo,Plan sanitario local.
Revision general de salud,2017-05-04 17:17,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-05-21 07:39,Oficina / app,Cierre de registro.
Guachera (cria artificial),2017-06-02 14:14,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2017-06-18 06:58,Tambo Antonina (7654321-12001),Vacunacion clostridial
Destete,2017-06-25 06:06,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2017-07-18 13:11,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2017-07-18 18:05,Tambo Antonina (7654321-12001),Vacunacion clostridial
Desparasitacion,2018-01-14 17:55,Tambo Antonina (7654321-12001),Antiparasitario programado.
Primer Celo,2018-02-01 08:26,Tambo Antonina (7654321-12001),Primer celo detectado.
Recria,2018-02-14 11:45,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Segundo Celo,2018-02-23 16:59,Tambo Antonina (7654321-12001),Segundo celo detectado.
Seleccion,2018-03-16 07:43,Manga / campo,Seleccion de reposicion o descarte.
Tercer Celo,2018-03-20 13:30,Tambo Antonina (7654321-12001),Tercer celo detectado.
Servicio (IA o natural),2018-03-20 16:12,Tambo Antonina (7654321-12001),Servicio exitoso.
Prenez confirmada,2018-05-19 18:18,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Desparasitacion,2018-07-13 10:56,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2018-07-18 16:36,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Primer servicio (hembras),2018-07-30 06:35,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2019-01-09 06:00,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2019-07-08 10:36,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2019-07-18 09:34,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2020-01-04 15:06,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2020-07-02 11:18,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2020-07-17 17:46,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2020-12-29 13:41,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2021-06-27 14:33,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2021-07-17 06:58,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2021-12-24 13:56,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2022-06-22 08:54,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2022-07-17 08:26,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2022-12-19 14:29,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2023-06-17 10:12,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2023-07-17 08:59,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2023-12-14 18:07,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2024-06-11 11:10,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2024-07-16 06:53,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2024-12-08 17:29,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2025-06-06 16:16,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2025-07-16 12:50,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2025-12-03 17:11,Tambo Antonina (7654321-12001),Antiparasitario programado.
Celo detectado,2025-12-09 10:41,Tambo Antonina (7654321-12001),En espera de servicio.
