Hito [UY502564736],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-10-21 11:29,Potrero de paricion,Registro del nacimiento.
Primer calostro,2023-10-21 13:23,Corral o potrero,Asegurar calostrado.
Ingreso al sistema (SNIG),2023-10-24 08:07,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2023-10-24 09:43,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-10-27 10:16,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2023-11-03 18:31,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2023-11-05 12:27,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2023-11-20 14:03,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-12-20 13:39,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2023-12-21 15:27,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2024-01-19 16:12,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2024-01-19 18:43,Potrero 6 (7654321-12007),Antiparasitario programado.
Destete,2024-04-20 14:55,Potrero de destete,Separacion de la madre.
Lactancia,2024-06-10 14:23,Campo,Permanencia con la madre.
Desparasitacion,2024-07-17 12:52,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2024-12-01 18:34,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2024-12-20 11:40,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2025-01-07 07:47,Potrero 6 (7654321-12007),Segundo celo detectado.
Desparasitacion,2025-01-13 10:29,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-01-18 18:04,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2025-01-31 07:35,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2025-01-31 07:36,Potrero 6 (7654321-12007),Tercer celo detectado.
Seleccion de vientres,2025-02-17 10:36,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2025-04-01 18:07,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2025-07-12 13:56,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-11-10 14:10,Potrero de paricion,Supervision del parto.
Posparto,2025-11-12 07:36,Potrero 6 (7654321-12007),Periodo posparto.
Lactancia,2025-11-12 18:32,Potrero 6 (7654321-12007),Lactancia con ternero.
