Hito [UY337882805],Fecha y Hora,Ubicación,Nota
Primer calostro,2020-10-16 09:55,Corral o potrero,Asegurar calostrado.
Nacimiento,2020-10-16 13:13,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2020-10-17 18:43,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2020-10-20 10:16,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2020-10-21 07:09,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2020-10-22 10:25,Manga / campo,Plan sanitario local.
Revision general de salud,2020-10-24 10:55,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2020-11-22 12:33,Oficina / app,Cierre de registro.
Lactancia,2020-12-09 16:57,Campo,Permanencia con la madre.
Vacunacion clostridial,2020-12-15 12:16,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2020-12-31 08:53,Manga / campo,Marcacion y vacunas.
Desparasitacion,2021-01-14 06:13,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2021-01-14 14:46,Potrero 6 (7654321-12007),Vacunacion clostridial
Destete,2021-04-17 07:57,Potrero de destete,Separacion de la madre.
Desparasitacion,2021-07-13 17:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Seleccion de vientres,2021-12-26 08:12,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2022-01-09 12:44,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-01-14 06:28,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Recria,2022-01-18 11:48,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2022-01-19 11:26,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2022-02-05 13:30,Potrero 6 (7654321-12007),Segundo celo detectado.
Tercer Celo,2022-03-02 14:44,Potrero 6 (7654321-12007),Tercer celo detectado.
Servicio (IA o natural),2022-03-02 18:10,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2022-05-01 17:27,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-07-08 14:49,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2022-12-10 11:58,Potrero de paricion,Supervision del parto.
Lactancia,2022-12-12 17:36,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2023-01-04 08:38,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-01-14 08:40,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2023-02-06 06:35,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2023-02-06 12:52,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2023-04-07 18:57,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-07-03 12:13,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-11-16 15:12,Potrero de paricion,Supervision del parto.
Lactancia,2023-11-18 07:46,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2023-12-30 11:13,Potrero 6 (7654321-12007),Antiparasitario programado.
Servicio (IA o natural),2024-01-04 15:09,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2024-01-04 16:37,Potrero 6 (7654321-12007),Retorno al celo.
Vacunacion clostridial,2024-01-14 13:40,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2024-03-04 11:42,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-06-27 09:43,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-10-13 17:47,Potrero de paricion,Supervision del parto.
Lactancia,2024-10-15 17:46,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2024-12-01 08:57,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2024-12-01 11:00,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2024-12-24 15:00,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-01-13 15:06,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2025-01-30 13:59,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2025-06-22 11:52,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-09-10 08:31,Potrero de paricion,Supervision del parto.
Lactancia,2025-09-12 11:07,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2025-11-18 18:43,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2025-12-19 11:01,Potrero 6 (7654321-12007),Antiparasitario programado.
