Hito [UY585126461],Fecha y Hora,Ubicación,Nota
Primer calostro,2018-01-11 13:23,Corral o potrero,Asegurar calostrado.
Nacimiento,2018-01-11 18:19,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2018-01-13 17:46,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2018-01-16 13:49,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2018-01-17 08:00,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2018-01-18 09:46,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2018-01-22 06:14,Manga / campo,Plan sanitario local.
Revision general de salud,2018-01-26 11:40,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2018-02-01 07:13,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2018-02-10 11:00,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-03-12 17:53,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2018-03-19 12:31,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2018-04-11 13:29,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2018-04-11 17:20,Potrero 1 (7654321-12002),Vacunacion clostridial
Recria,2018-05-11 08:45,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2018-09-01 07:02,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2018-09-27 17:57,Potrero 1 (7654321-12002),Primer celo detectado.
Desparasitacion,2018-10-08 11:26,Potrero 1 (7654321-12002),Antiparasitario programado.
Segundo Celo,2018-10-21 11:29,Potrero 1 (7654321-12002),Segundo celo detectado.
Servicio (IA o natural),2018-11-09 15:06,Potrero 1 (7654321-12002),Servicio exitoso.
Tercer Celo,2018-11-09 17:05,Potrero 1 (7654321-12002),Tercer celo detectado.
Prenez confirmada,2019-01-08 14:08,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2019-04-06 07:34,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2019-04-11 11:28,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2019-05-05 14:26,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2019-08-19 16:52,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-08-20 12:04,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2019-08-21 15:36,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2019-10-03 11:49,Potrero 1 (7654321-12002),Antiparasitario programado.
Primer Celo posparto,2019-10-27 06:27,Potrero 1 (7654321-12002),Retorno al celo.
Servicio (IA o natural),2019-10-27 16:08,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2019-12-26 09:18,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2020-03-31 09:28,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2020-04-10 10:14,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Paricion,2020-08-05 10:54,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-08-06 11:59,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2020-08-07 18:25,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2020-09-27 10:29,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2021-03-26 10:54,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2021-04-10 07:12,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2021-09-22 07:05,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2022-03-21 08:51,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2022-04-10 08:49,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2022-09-17 16:19,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2023-03-16 17:44,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-04-10 18:37,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2023-09-12 15:02,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2024-03-10 09:53,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-04-09 07:09,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2024-09-06 11:09,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2025-03-05 07:45,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-04-09 07:10,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2025-09-01 09:22,Potrero 1 (7654321-12002),Antiparasitario programado.
