Hito [UY850488739],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-05-03 08:27,Potrero de paricion,Registro del nacimiento.
Primer calostro,2017-05-04 16:05,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2017-05-05 06:21,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2017-05-09 14:52,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2017-05-09 15:16,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2017-05-17 12:03,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2017-05-17 17:55,Manga / campo,Plan sanitario local.
Lactancia,2017-06-03 13:29,Campo,Permanencia con la madre.
Carga de nacimiento en SNIG,2017-06-09 10:02,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-07-02 10:39,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2017-07-25 06:56,Manga / campo,Marcacion y vacunas.
Desparasitacion,2017-08-01 10:32,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2017-08-01 14:34,Potrero 5 (7654321-12006),Vacunacion clostridial
Destete,2017-12-07 16:23,Potrero de destete,Separacion de la madre.
Desparasitacion,2018-01-28 16:02,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2018-05-07 12:21,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2018-07-27 15:25,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2018-08-01 18:15,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Primer Celo,2018-08-26 06:34,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2018-09-25 10:11,Potrero 5 (7654321-12006),Segundo celo detectado.
Tercer Celo,2018-10-14 10:22,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2018-10-14 12:01,Potrero 5 (7654321-12006),Servicio exitoso.
Seleccion de vientres,2018-10-17 10:49,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2018-12-13 13:20,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2019-01-23 08:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2019-07-22 10:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2019-07-24 10:40,Potrero de paricion,Supervision del parto.
Lactancia,2019-07-26 06:38,Potrero 5 (7654321-12006),Lactancia con ternero.
Vacunacion clostridial,2019-08-01 17:51,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Primer Celo posparto,2019-09-21 07:22,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2019-09-21 17:02,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2019-11-20 14:47,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-01-18 06:26,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-06-30 12:15,Potrero de paricion,Supervision del parto.
Lactancia,2020-07-02 08:05,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2020-07-16 09:01,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-07-31 06:23,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2020-08-30 08:46,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2020-08-30 14:06,Potrero 5 (7654321-12006),Retorno al celo.
Prenez confirmada,2020-10-29 08:40,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-01-12 18:26,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-06-09 13:27,Potrero de paricion,Supervision del parto.
Lactancia,2021-06-11 10:22,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2021-07-11 16:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo posparto,2021-07-31 13:44,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2021-07-31 15:15,Potrero 5 (7654321-12006),Servicio exitoso.
Vacunacion clostridial,2021-07-31 15:30,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-09-29 17:52,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-01-07 10:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-05-10 14:36,Potrero de paricion,Supervision del parto.
Lactancia,2022-05-12 13:02,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2022-07-02 07:20,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2022-07-02 11:02,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2022-07-06 13:38,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-07-31 09:48,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-08-31 08:38,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-01-02 18:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-04-11 17:40,Potrero de paricion,Supervision del parto.
Lactancia,2023-04-13 18:56,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2023-06-02 07:24,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2023-06-02 14:46,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2023-07-01 11:06,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-07-31 12:17,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2023-08-01 07:21,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-12-28 09:14,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-03-11 16:47,Potrero de paricion,Supervision del parto.
Lactancia,2024-03-13 10:27,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2024-05-07 08:47,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2024-05-07 12:01,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2024-06-25 06:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2024-07-06 10:46,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2024-07-30 17:44,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-12-22 11:14,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2025-02-14 16:47,Potrero de paricion,Supervision del parto.
Lactancia,2025-02-16 07:53,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2025-04-15 12:07,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2025-06-14 18:12,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2025-06-20 07:39,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-07-30 18:11,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Secado,2025-11-24 15:16,Potrero 5 (7654321-12006),Inicio de periodo seco.
Desparasitacion,2025-12-17 10:46,Potrero 5 (7654321-12006),Antiparasitario programado.
