Hito [UY719595113],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-11-11 11:49,Potrero de paricion,Registro del nacimiento.
Primer calostro,2019-11-11 18:56,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2019-11-13 17:55,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-11-15 17:03,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2019-11-16 10:57,Manga / campo,Identificacion oficial.
Vacunas iniciales,2019-11-23 18:29,Manga / campo,Plan sanitario local.
Revision general de salud,2019-12-01 18:07,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-12-12 18:39,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-01-10 11:52,Potrero 5 (7654321-12006),Vacunacion clostridial
Vacunacion clostridial,2020-02-09 08:07,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2020-02-09 11:18,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2020-03-10 07:52,Manga / campo,Marcacion y vacunas.
Lactancia,2020-04-15 18:54,Campo,Permanencia con la madre.
Destete,2020-06-13 06:32,Potrero de destete,Separacion de la madre.
Desparasitacion,2020-08-07 14:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2020-08-30 08:40,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2020-12-05 09:58,Manga / potrero,Seleccion de reposicion.
Primer Celo,2020-12-24 11:10,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2021-01-14 17:18,Potrero 5 (7654321-12006),Segundo celo detectado.
Tercer Celo,2021-02-02 17:28,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2021-02-02 18:32,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-02-03 07:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-02-08 09:28,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-04-03 13:46,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-08-02 11:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-11-12 07:09,Potrero de paricion,Supervision del parto.
Lactancia,2021-11-14 16:23,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2022-01-29 18:26,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-02-08 12:49,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-07-28 11:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-01-24 16:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-02-08 18:00,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-07-23 08:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-01-19 18:33,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-02-08 09:53,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-07-17 12:50,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-01-13 09:08,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-02-07 18:30,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-07-12 18:27,Potrero 5 (7654321-12006),Antiparasitario programado.
