Hito [UY262950628],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-07-07 08:13,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2017-07-08 15:24,Corral de terneros / guachera,Separacion para manejo individual.
Primer calostro,2017-07-08 18:31,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2017-07-09 07:18,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2017-07-09 09:08,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2017-07-11 14:49,Oficina / app,Registro del nacimiento.
Guachera (cria artificial),2017-07-18 08:11,Guachera,Cria artificial y control sanitario.
Vacunas iniciales,2017-07-20 17:56,Manga / campo,Plan sanitario local.
Revision general de salud,2017-07-22 06:42,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2017-08-11 18:39,Oficina / app,Cierre de registro.
Vacunacion clostridial,2017-09-05 11:59,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2017-09-10 17:28,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2017-10-05 06:26,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2017-10-05 11:50,Potrero 2 (7654321-12003),Antiparasitario programado.
Recria,2017-10-27 12:23,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2018-02-03 13:39,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2018-04-03 08:08,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2018-04-12 18:28,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2018-05-05 09:34,Potrero 2 (7654321-12003),Segundo celo detectado.
Tercer Celo,2018-05-28 09:19,Potrero 2 (7654321-12003),Tercer celo detectado.
Servicio (IA o natural),2018-05-28 18:50,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2018-07-27 13:57,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2018-09-30 06:18,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2018-10-05 06:25,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2018-11-05 18:47,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2019-03-07 09:23,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-03-08 16:36,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2019-03-09 13:29,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2019-03-29 13:44,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo posparto,2019-05-15 18:18,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2019-05-15 18:24,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2019-07-14 14:33,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2019-09-25 08:48,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2019-10-05 14:23,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2020-02-22 12:10,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-02-23 09:51,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2020-02-24 15:08,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2020-03-23 17:30,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo posparto,2020-04-25 10:03,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2020-04-25 16:30,Potrero 2 (7654321-12003),Servicio exitoso.
