Hito [UY245938494],Fecha y Hora,Ubicación,Nota
Nacimiento,2020-01-03 10:37,Potrero de paricion,Registro del nacimiento.
Primer calostro,2020-01-04 07:33,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2020-01-06 17:36,Manga / campo,Identificacion oficial.
Vacunas iniciales,2020-01-08 08:20,Manga / campo,Plan sanitario local.
Control de ombligo y signos vitales,2020-01-10 10:35,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2020-01-10 15:06,Oficina / app,Registro del nacimiento.
Revision general de salud,2020-01-22 12:11,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2020-02-07 18:47,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-03-03 18:15,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2020-04-02 10:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-04-02 16:38,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2020-04-07 15:56,Manga / campo,Marcacion y vacunas.
Lactancia,2020-06-24 18:34,Campo,Permanencia con la madre.
Destete,2020-08-24 12:30,Potrero de destete,Separacion de la madre.
Desparasitacion,2020-09-29 14:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2020-11-03 10:00,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2021-02-01 08:42,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2021-02-18 08:09,Potrero 5 (7654321-12006),Segundo celo detectado.
Tercer Celo,2021-03-10 12:36,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2021-03-10 17:17,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-03-28 09:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-04-02 12:45,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-05-09 06:58,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Seleccion de vientres,2021-06-21 14:45,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2021-09-24 16:54,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-12-18 17:40,Potrero de paricion,Supervision del parto.
Lactancia,2021-12-20 11:45,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2022-03-23 07:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-04-02 13:11,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2022-09-19 12:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2023-03-18 11:54,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-04-02 13:22,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-09-14 07:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-03-12 07:04,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-04-01 18:29,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-09-08 17:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-03-07 07:10,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-04-01 14:18,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-09-03 15:03,Potrero 5 (7654321-12006),Antiparasitario programado.
