Hito [UY269953851],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-06-25 09:59,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-06-25 18:22,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2021-06-26 08:56,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2021-06-29 07:53,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2021-07-03 12:03,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2021-07-04 06:28,Oficina / app,Registro del nacimiento.
Revision general de salud,2021-07-09 13:25,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-07-28 09:49,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-08-24 13:01,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2021-08-31 07:11,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2021-09-23 06:24,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2021-09-23 07:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Lactancia,2021-09-30 15:52,Campo,Permanencia con la madre.
Destete,2022-01-23 15:46,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-03-22 16:19,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2022-07-01 17:38,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2022-07-18 11:47,Potrero 5 (7654321-12006),Segundo celo detectado.
Servicio (IA o natural),2022-08-08 09:13,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2022-08-08 11:26,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2022-08-08 14:23,Potrero 5 (7654321-12006),Servicio exitoso.
Seleccion de vientres,2022-08-12 07:31,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2022-09-18 09:44,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-09-23 18:26,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-10-07 07:51,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Prenez confirmada,2022-10-07 13:16,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Recria,2022-11-11 07:10,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2023-03-17 07:41,Potrero 5 (7654321-12006),Antiparasitario programado.
Secado,2023-03-19 14:07,Potrero 5 (7654321-12006),Inicio de periodo seco.
Desparasitacion,2023-09-13 16:51,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-09-23 12:54,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-03-11 12:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-09-07 13:01,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-09-22 07:22,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-03-06 10:46,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-09-02 16:57,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-09-22 11:19,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
