Hito [UY100604502],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-10-31 16:14,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2021-10-31 17:09,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2021-11-01 09:32,Manga / campo,Identificacion oficial.
Separacion de la madre,2021-11-02 14:18,Corral de terneros / guachera,Separacion para manejo individual.
Guachera (cria artificial),2021-11-03 14:52,Guachera,Cria artificial y control sanitario.
Control de ombligo y signos vitales,2021-11-04 11:03,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2021-11-05 06:34,Manga / campo,Plan sanitario local.
Ingreso al sistema (SNIG),2021-11-10 16:31,Oficina / app,Registro del nacimiento.
Revision general de salud,2021-11-15 12:00,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-11-30 14:46,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-12-30 16:48,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2022-01-12 18:58,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2022-01-29 06:05,Potrero 3 (7654321-12004),Vacunacion clostridial
Desparasitacion,2022-01-29 16:00,Potrero 3 (7654321-12004),Antiparasitario programado.
Seleccion,2022-03-19 14:09,Manga / campo,Seleccion de reposicion o descarte.
Recria,2022-04-30 07:58,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2022-07-28 17:10,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo,2022-09-15 14:16,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2022-10-13 11:17,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2022-11-02 07:23,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2022-11-02 18:25,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2023-01-01 12:29,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2023-01-24 07:31,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-01-29 12:24,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2023-02-23 09:39,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2023-07-23 12:41,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2023-08-12 15:15,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-08-13 17:14,Potrero 3 (7654321-12004),Ingreso a rutina.
Posparto,2023-08-14 07:41,Potrero 3 (7654321-12004),Periodo posparto.
Lactancia,2023-08-14 10:43,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2024-01-19 18:21,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-01-29 12:35,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2024-07-17 15:54,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2025-01-13 07:57,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-01-28 13:03,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2025-07-12 14:58,Potrero 3 (7654321-12004),Antiparasitario programado.
