Hito [UY413140753],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-08-10 13:36,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-08-10 17:54,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2021-08-12 11:42,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2021-08-13 12:40,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2021-08-15 09:47,Manga / campo,Identificacion oficial.
Vacunas iniciales,2021-08-16 11:32,Manga / campo,Plan sanitario local.
Revision general de salud,2021-08-18 10:35,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-09-17 17:34,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-10-09 17:53,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2021-10-12 13:36,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2021-11-08 07:57,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2021-11-08 18:37,Potrero 6 (7654321-12007),Antiparasitario programado.
Destete,2022-03-11 09:15,Potrero de destete,Separacion de la madre.
Lactancia,2022-03-21 07:51,Campo,Permanencia con la madre.
Desparasitacion,2022-05-07 13:29,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2022-08-16 18:47,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2022-09-20 17:59,Manga / potrero,Seleccion de reposicion.
Primer Celo,2022-10-13 16:54,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2022-10-28 09:14,Potrero 6 (7654321-12007),Segundo celo detectado.
Desparasitacion,2022-11-03 07:34,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-11-08 08:33,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2022-11-24 13:11,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2022-11-24 17:45,Potrero 6 (7654321-12007),Tercer celo detectado.
Prenez confirmada,2023-01-23 06:38,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-05-02 18:03,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-09-03 10:35,Potrero de paricion,Supervision del parto.
Lactancia,2023-09-05 10:05,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2023-10-29 11:50,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-11-08 10:03,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-04-26 16:04,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2024-10-23 09:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-11-07 09:14,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-04-21 07:28,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-10-18 07:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-11-07 09:37,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Celo detectado,2025-12-04 17:12,Potrero 6 (7654321-12007),En espera de servicio.
