Hito [UY783543540],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-12-01 15:05,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2017-12-01 16:26,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2017-12-02 09:12,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2017-12-03 11:22,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2017-12-04 18:19,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2017-12-05 11:22,Manga / campo,Identificacion oficial.
Vacunas iniciales,2017-12-08 11:39,Manga / campo,Plan sanitario local.
Revision general de salud,2017-12-21 18:28,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-01-09 08:28,Oficina / app,Cierre de registro.
Guachera (cria artificial),2018-01-15 11:09,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2018-01-30 17:44,Tambo Antonina (7654321-12001),Vacunacion clostridial
Destete,2018-02-01 07:47,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2018-03-01 06:29,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2018-03-01 16:01,Tambo Antonina (7654321-12001),Vacunacion clostridial
Recria,2018-03-28 09:39,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2018-05-15 10:00,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2018-08-28 16:00,Tambo Antonina (7654321-12001),Antiparasitario programado.
Primer Celo,2018-09-29 07:19,Tambo Antonina (7654321-12001),Primer celo detectado.
Segundo Celo,2018-10-25 13:30,Tambo Antonina (7654321-12001),Segundo celo detectado.
Tercer Celo,2018-11-17 06:21,Tambo Antonina (7654321-12001),Tercer celo detectado.
Servicio (IA o natural),2018-11-17 09:47,Tambo Antonina (7654321-12001),Servicio exitoso.
Prenez confirmada,2019-01-16 14:13,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Desparasitacion,2019-02-24 07:24,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2019-03-01 12:37,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Primer servicio (hembras),2019-04-08 17:51,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2019-08-23 16:17,Tambo Antonina (7654321-12001),Antiparasitario programado.
Paricion,2019-08-27 09:34,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-08-28 14:48,Tambo Antonina (7654321-12001),Ingreso a rutina.
Lactancia,2019-08-29 10:35,Tambo Antonina (7654321-12001),Inicio de lactancia.
Servicio (IA o natural),2019-10-11 13:39,Tambo Antonina (7654321-12001),Servicio exitoso.
Prenez confirmada,2019-12-10 17:09,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Desparasitacion,2020-02-19 16:54,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2020-02-29 16:33,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2020-08-17 16:23,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2021-02-13 07:01,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2021-02-28 06:16,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2021-08-12 10:55,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2022-02-08 16:24,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2022-02-28 08:03,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2022-08-07 09:24,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2023-02-03 14:45,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2023-02-28 10:12,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2023-08-02 07:57,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2024-01-29 11:31,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2024-02-28 18:44,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2024-07-27 15:34,Tambo Antonina (7654321-12001),Antiparasitario programado.
Desparasitacion,2025-01-23 07:11,Tambo Antonina (7654321-12001),Antiparasitario programado.
Vacunacion clostridial,2025-02-27 15:17,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
Desparasitacion,2025-07-22 09:32,Tambo Antonina (7654321-12001),Antiparasitario programado.
