Hito [UY122998994],Fecha y Hora,Ubicación,Nota
Nacimiento,2020-05-26 15:33,Potrero de paricion,Registro del nacimiento.
Primer calostro,2020-05-27 06:38,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2020-05-27 15:53,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2020-05-30 07:48,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2020-06-02 16:06,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2020-06-03 11:37,Manga / campo,Plan sanitario local.
Revision general de salud,2020-06-12 17:57,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2020-07-04 12:52,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-07-25 11:47,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2020-07-27 11:41,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2020-08-24 12:48,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2020-08-24 14:47,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2020-09-03 17:47,Campo,Permanencia con la madre.
Destete,2021-01-11 13:54,Potrero de destete,Separacion de la madre.
Desparasitacion,2021-02-20 18:53,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2021-07-06 18:40,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2021-07-29 17:49,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2021-08-19 06:13,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2021-08-19 09:20,Potrero 6 (7654321-12007),Antiparasitario programado.
Tercer Celo,2021-08-19 12:42,Potrero 6 (7654321-12007),Tercer celo detectado.
Vacunacion clostridial,2021-08-24 11:49,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Recria,2021-09-13 15:55,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2021-10-01 06:25,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2021-10-18 15:11,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-02-15 10:06,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2022-05-29 06:40,Potrero de paricion,Supervision del parto.
Lactancia,2022-05-31 11:06,Potrero 6 (7654321-12007),Lactancia con ternero.
Primer Celo posparto,2022-07-30 10:58,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2022-07-30 12:51,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2022-08-14 17:05,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-08-24 08:54,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2022-09-28 06:46,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-02-10 16:25,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-05-09 13:54,Potrero de paricion,Supervision del parto.
Lactancia,2023-05-11 10:22,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2023-06-28 11:15,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2023-06-28 16:22,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2023-08-09 11:39,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-08-24 13:54,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2023-08-27 10:28,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-02-05 13:40,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-04-06 18:03,Potrero de paricion,Supervision del parto.
Lactancia,2024-04-08 11:29,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2024-06-01 10:49,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2024-06-01 17:40,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2024-07-31 18:10,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-08-03 08:48,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-08-23 07:21,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-01-30 12:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-03-11 09:35,Potrero de paricion,Supervision del parto.
Posparto,2025-03-13 14:41,Potrero 6 (7654321-12007),Periodo posparto.
Lactancia,2025-03-13 18:55,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2025-07-29 10:54,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-08-23 11:39,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
