Hito [UY235493870],Fecha y Hora,Ubicación,Nota
Primer calostro,2020-09-18 11:18,Corral o potrero,Asegurar calostrado.
Nacimiento,2020-09-18 15:20,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2020-09-20 07:18,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2020-09-21 13:28,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2020-09-24 08:18,Oficina / app,Registro del nacimiento.
Revision general de salud,2020-09-26 09:42,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2020-09-27 15:48,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2020-10-22 08:06,Oficina / app,Cierre de registro.
Lactancia,2020-11-09 14:53,Campo,Permanencia con la madre.
Vacunacion clostridial,2020-11-17 17:50,Potrero 5 (7654321-12006),Vacunacion clostridial
Vacunacion clostridial,2020-12-17 09:46,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2020-12-17 16:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2020-12-19 18:10,Manga / campo,Marcacion y vacunas.
Destete,2021-03-18 15:57,Potrero de destete,Separacion de la madre.
Recria,2021-06-05 14:34,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2021-06-15 07:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2021-10-04 06:23,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2021-10-21 09:18,Potrero 5 (7654321-12006),Segundo celo detectado.
Seleccion de vientres,2021-11-01 06:31,Manga / potrero,Seleccion de reposicion.
Tercer Celo,2021-11-10 15:27,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2021-11-10 17:28,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2021-12-12 17:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-12-17 07:20,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2022-01-09 14:08,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-06-10 06:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-08-20 13:18,Potrero de paricion,Supervision del parto.
Lactancia,2022-08-22 07:45,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-10-10 07:28,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2022-10-10 17:58,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2022-12-07 07:59,Potrero 5 (7654321-12006),Antiparasitario programado.
Prenez confirmada,2022-12-09 12:31,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Vacunacion clostridial,2022-12-17 08:32,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2023-06-05 17:50,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-07-20 10:05,Potrero de paricion,Supervision del parto.
Lactancia,2023-07-22 08:17,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2023-09-13 17:42,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2023-11-12 07:22,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-12-02 14:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-12-17 11:17,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Secado,2024-04-23 18:05,Potrero 5 (7654321-12006),Inicio de periodo seco.
Desparasitacion,2024-05-30 09:53,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-11-26 14:42,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-12-16 13:40,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-05-25 16:02,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-11-21 16:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-12-16 17:32,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
