Hito [UY108449460],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-09-25 12:42,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2024-09-26 09:26,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2024-09-27 15:46,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2024-09-29 10:39,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2024-09-30 06:40,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2024-09-30 13:42,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2024-10-08 08:36,Manga / campo,Plan sanitario local.
Revision general de salud,2024-10-09 09:42,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2024-11-01 10:59,Oficina / app,Cierre de registro.
Guachera (cria artificial),2024-11-06 06:33,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2024-11-24 09:01,Tambo Antonina (7654321-12001),Vacunacion clostridial
Destete,2024-11-30 11:29,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2024-12-24 09:51,Tambo Antonina (7654321-12001),Vacunacion clostridial
Desparasitacion,2024-12-24 13:35,Tambo Antonina (7654321-12001),Antiparasitario programado.
Recria,2025-03-09 09:09,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2025-05-26 12:26,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2025-06-22 12:27,Tambo Antonina (7654321-12001),Antiparasitario programado.
Primer Celo,2025-07-15 09:54,Tambo Antonina (7654321-12001),Primer celo detectado.
Segundo Celo,2025-08-07 12:17,Tambo Antonina (7654321-12001),Segundo celo detectado.
Servicio (IA o natural),2025-08-30 08:16,Tambo Antonina (7654321-12001),Servicio exitoso.
Tercer Celo,2025-08-30 10:41,Tambo Antonina (7654321-12001),Tercer celo detectado.
Prenez confirmada,2025-10-29 16:38,Tambo Antonina (7654321-12001),Diagnostico de gestacion.
Diagnostico de enfermedad,2025-12-16 12:15,Manga Larga,Hipocalcemia (fiebre de leche)
Tratamiento en curso,2025-12-17 07:09,Manga Larga,Confinamiento en manga.
Desparasitacion,2025-12-19 16:57,Tambo Antonina (7654321-12001),Antiparasitario programado.
Primer servicio (hembras),2025-12-21 07:40,Campo / brete / veterinario,Inicio de vida reproductiva.
Vacunacion clostridial,2025-12-24 10:29,Tambo Antonina (7654321-12001),Refuerzo anual clostridial.
