Hito [UY909990148],Fecha y Hora,Ubicación,Nota
Primer calostro,2019-07-06 08:25,Corral o potrero,Asegurar calostrado.
Nacimiento,2019-07-06 17:05,Potrero / corral de maternidad,Registro del nacimiento.
Colocacion de caravana oficial,2019-07-07 07:04,Manga / campo,Identificacion oficial.
Separacion de la madre,2019-07-08 10:14,Corral de terneros / guachera,Separacion para manejo individual.
Ingreso al sistema (SNIG),2019-07-09 18:25,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2019-07-10 14:03,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2019-07-14 10:39,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2019-07-19 18:05,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2019-07-23 17:18,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2019-08-07 07:41,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-09-04 06:35,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2019-09-18 16:08,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2019-10-04 11:12,Potrero 4 (7654321-12005),Vacunacion clostridial
Desparasitacion,2019-10-04 12:14,Potrero 4 (7654321-12005),Antiparasitario programado.
Recria,2019-12-10 14:53,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2019-12-30 06:02,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2020-04-01 10:05,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo,2020-04-08 11:55,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2020-04-24 13:29,Potrero 4 (7654321-12005),Segundo celo detectado.
Servicio (IA o natural),2020-05-19 10:35,Potrero 4 (7654321-12005),Servicio exitoso.
Tercer Celo,2020-05-19 14:59,Potrero 4 (7654321-12005),Tercer celo detectado.
Prenez confirmada,2020-07-18 13:08,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2020-09-28 12:40,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2020-10-03 12:56,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2020-12-21 11:55,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2021-02-26 17:34,Potrero de maternidad,Supervision del parto.
