Hito [UY753573823],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-08-19 10:57,Potrero de paricion,Registro del nacimiento.
Primer calostro,2024-08-19 17:25,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2024-08-23 16:13,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2024-08-24 15:50,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2024-08-29 10:05,Campo / instalaciones,Chequeo clinico.
Ingreso al sistema (SNIG),2024-08-29 17:22,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-09-03 12:49,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2024-09-18 14:21,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-10-18 06:56,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2024-11-17 09:53,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-11-17 18:34,Potrero 6 (7654321-12007),Vacunacion clostridial
Lactancia,2024-11-26 17:46,Campo,Permanencia con la madre.
Marcacion / caravanas,2024-12-04 08:33,Manga / campo,Marcacion y vacunas.
Destete,2025-03-21 10:13,Potrero de destete,Separacion de la madre.
Recria,2025-05-09 14:35,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2025-05-16 18:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Seleccion de vientres,2025-11-01 14:21,Manga / potrero,Seleccion de reposicion.
Primer Celo,2025-11-11 18:40,Potrero 6 (7654321-12007),Primer celo detectado.
Desparasitacion,2025-11-12 17:27,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-11-17 15:16,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Segundo Celo,2025-12-01 08:01,Potrero 6 (7654321-12007),Segundo celo detectado.
