Hito [UY486845604],Fecha y Hora,Ubicación,Nota
Primer calostro,2019-07-26 12:12,Corral o potrero,Asegurar calostrado.
Nacimiento,2019-07-26 16:08,Potrero / corral de maternidad,Registro del nacimiento.
Control de ombligo y signos vitales,2019-07-27 07:10,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2019-07-28 13:55,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2019-07-29 11:36,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2019-08-01 14:45,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-08-10 18:08,Manga / campo,Plan sanitario local.
Revision general de salud,2019-08-15 15:43,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-08-31 18:20,Oficina / app,Cierre de registro.
Guachera (cria artificial),2019-09-13 08:16,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2019-09-24 11:11,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2019-09-29 16:37,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2019-10-24 07:29,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2019-10-24 12:56,Potrero 2 (7654321-12003),Vacunacion clostridial
Seleccion,2020-02-02 07:26,Manga / campo,Seleccion de reposicion o descarte.
Recria,2020-04-08 18:18,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2020-04-21 09:16,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2020-10-18 17:54,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2020-10-23 12:53,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2021-04-16 08:03,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2021-10-13 12:39,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2021-10-23 15:14,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2022-04-11 12:38,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2022-10-08 10:09,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-10-23 06:01,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2023-04-06 07:23,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2023-10-03 08:36,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-10-23 14:41,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-03-31 07:00,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-09-27 17:33,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-10-22 15:40,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-03-26 12:49,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-09-22 13:52,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-10-22 09:58,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
