Hito [UY730448745],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-06-05 06:51,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-06-06 14:14,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2021-06-07 07:43,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2021-06-10 08:23,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2021-06-10 16:40,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2021-06-19 09:53,Manga / campo,Plan sanitario local.
Revision general de salud,2021-06-24 17:09,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-07-13 15:27,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-08-04 08:41,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2021-08-07 12:18,Manga / campo,Marcacion y vacunas.
Desparasitacion,2021-09-03 08:57,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-09-03 12:25,Potrero 5 (7654321-12006),Vacunacion clostridial
Destete,2021-12-26 14:26,Potrero de destete,Separacion de la madre.
Lactancia,2022-01-10 09:17,Campo,Permanencia con la madre.
Desparasitacion,2022-03-02 12:07,Potrero 5 (7654321-12006),Antiparasitario programado.
Seleccion de vientres,2022-07-04 17:19,Manga / potrero,Seleccion de reposicion.
Primer Celo,2022-07-06 06:04,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2022-07-26 10:45,Potrero 5 (7654321-12006),Segundo celo detectado.
Servicio (IA o natural),2022-08-19 10:13,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2022-08-19 14:42,Potrero 5 (7654321-12006),Tercer celo detectado.
Desparasitacion,2022-08-29 17:47,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-09-03 15:12,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Recria,2022-10-01 13:20,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Prenez confirmada,2022-10-18 17:39,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-02-25 15:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2023-05-29 15:04,Potrero de paricion,Supervision del parto.
Lactancia,2023-05-31 06:48,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2023-08-02 08:30,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2023-08-02 12:08,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2023-08-24 08:13,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-09-03 09:53,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2023-10-01 08:48,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2024-02-20 13:09,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-05-11 18:15,Potrero de paricion,Supervision del parto.
Lactancia,2024-05-13 12:50,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2024-08-18 16:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-09-02 11:04,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-02-14 18:20,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-08-13 06:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-09-02 09:17,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
