Hito [UY213500298],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-09-21 11:52,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2024-09-21 12:44,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2024-09-22 07:33,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2024-09-23 12:05,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2024-09-23 13:04,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2024-09-25 07:20,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-10-01 10:08,Manga / campo,Plan sanitario local.
Revision general de salud,2024-10-04 18:52,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2024-10-23 16:43,Oficina / app,Cierre de registro.
Guachera (cria artificial),2024-10-29 06:39,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2024-11-20 16:28,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2024-11-25 13:22,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2024-12-20 09:05,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2024-12-20 18:07,Potrero 2 (7654321-12003),Antiparasitario programado.
Seleccion,2025-03-07 12:39,Manga / campo,Seleccion de reposicion o descarte.
Recria,2025-04-08 16:47,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2025-06-18 15:46,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-12-15 12:22,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-12-20 07:08,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
