Hito [UY802099969],Fecha y Hora,Ubicación,Nota
Nacimiento,2017-12-07 12:43,Potrero de paricion,Registro del nacimiento.
Primer calostro,2017-12-07 14:30,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2017-12-08 12:49,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2017-12-11 17:08,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2017-12-16 17:27,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2017-12-20 08:07,Manga / campo,Plan sanitario local.
Revision general de salud,2017-12-21 07:57,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-01-15 11:22,Oficina / app,Cierre de registro.
Lactancia,2018-01-25 11:27,Campo,Permanencia con la madre.
Vacunacion clostridial,2018-02-05 18:09,Potrero 6 (7654321-12007),Vacunacion clostridial
Vacunacion clostridial,2018-03-07 06:15,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2018-03-07 07:03,Potrero 6 (7654321-12007),Antiparasitario programado.
Marcacion / caravanas,2018-04-04 06:15,Manga / campo,Marcacion y vacunas.
Destete,2018-06-19 07:37,Potrero de destete,Separacion de la madre.
Recria,2018-08-09 09:26,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2018-09-03 10:54,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2018-12-29 18:00,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2019-01-18 17:15,Potrero 6 (7654321-12007),Segundo celo detectado.
Tercer Celo,2019-02-14 06:04,Potrero 6 (7654321-12007),Tercer celo detectado.
Servicio (IA o natural),2019-02-14 06:08,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2019-03-02 15:24,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2019-03-07 17:28,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2019-04-15 13:11,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Seleccion de vientres,2019-04-18 15:02,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2019-08-29 13:01,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2019-11-24 10:02,Potrero de paricion,Supervision del parto.
Lactancia,2019-11-26 11:22,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2020-01-11 09:18,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2020-01-11 15:41,Potrero 6 (7654321-12007),Retorno al celo.
Desparasitacion,2020-02-25 12:24,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2020-03-06 16:48,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2020-03-11 08:38,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2020-08-23 13:02,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2020-10-20 12:30,Potrero de paricion,Supervision del parto.
Lactancia,2020-10-22 16:07,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2020-12-16 07:16,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2020-12-16 16:04,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2021-02-14 14:13,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2021-02-19 09:13,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2021-03-06 13:07,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2021-08-18 12:11,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2021-09-25 13:45,Potrero de paricion,Supervision del parto.
Lactancia,2021-09-27 17:52,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2021-12-10 09:28,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2021-12-10 11:57,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2022-02-08 17:19,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-02-14 16:27,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-03-06 06:31,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2022-08-13 14:03,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2022-09-19 11:49,Potrero de paricion,Supervision del parto.
Lactancia,2022-09-21 14:18,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2022-11-17 14:57,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2022-11-17 16:15,Potrero 6 (7654321-12007),Retorno al celo.
