Hito [UY578722458],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-02-20 08:20,Potrero de paricion,Registro del nacimiento.
Primer calostro,2023-02-20 17:28,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2023-02-24 08:40,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-02-25 14:12,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2023-02-26 10:31,Oficina / app,Registro del nacimiento.
Revision general de salud,2023-03-02 09:47,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2023-03-04 16:18,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2023-03-24 12:52,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-04-21 09:53,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2023-05-03 07:37,Manga / campo,Marcacion y vacunas.
Vacunacion clostridial,2023-05-21 09:36,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2023-05-21 15:57,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2023-07-05 18:50,Campo,Permanencia con la madre.
Destete,2023-08-20 16:42,Potrero de destete,Separacion de la madre.
Desparasitacion,2023-11-17 14:54,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2023-12-06 09:02,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2024-03-21 06:23,Manga / potrero,Seleccion de reposicion.
Primer Celo,2024-04-04 18:26,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2024-05-06 15:34,Potrero 6 (7654321-12007),Segundo celo detectado.
Desparasitacion,2024-05-15 08:51,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-05-20 13:32,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Tercer Celo,2024-06-01 07:21,Potrero 6 (7654321-12007),Tercer celo detectado.
Servicio (IA o natural),2024-06-01 08:43,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2024-07-31 17:58,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-11-11 07:28,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-03-11 17:41,Potrero de paricion,Supervision del parto.
Lactancia,2025-03-13 14:31,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2025-05-10 12:40,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-05-20 11:22,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-11-06 12:55,Potrero 6 (7654321-12007),Antiparasitario programado.
