Hito [UY688227492],Fecha y Hora,Ubicación,Nota
Primer calostro,2018-08-28 09:27,Corral o potrero,Asegurar calostrado.
Nacimiento,2018-08-28 17:51,Potrero de paricion,Registro del nacimiento.
Lactancia,2018-08-31 08:21,Campo,Permanencia con la madre.
Ingreso al sistema (SNIG),2018-08-31 16:59,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2018-09-02 11:28,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2018-09-03 08:28,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2018-09-10 18:12,Manga / campo,Plan sanitario local.
Revision general de salud,2018-09-16 09:46,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-10-02 06:36,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-10-27 16:31,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2018-11-26 08:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2018-11-26 15:16,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2018-12-21 10:58,Manga / campo,Marcacion y vacunas.
Destete,2019-03-07 11:29,Potrero de destete,Separacion de la madre.
Desparasitacion,2019-05-25 10:56,Potrero 5 (7654321-12006),Antiparasitario programado.
Recria,2019-08-05 16:03,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Primer Celo,2019-10-20 10:32,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2019-11-08 07:14,Potrero 5 (7654321-12006),Segundo celo detectado.
Desparasitacion,2019-11-21 08:23,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2019-11-26 11:40,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Tercer Celo,2019-12-01 08:40,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2019-12-01 09:21,Potrero 5 (7654321-12006),Servicio exitoso.
Seleccion de vientres,2019-12-01 12:09,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2020-01-30 16:46,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2020-05-19 17:01,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2020-09-09 13:01,Potrero de paricion,Supervision del parto.
Lactancia,2020-09-11 13:04,Potrero 5 (7654321-12006),Lactancia con ternero.
Primer Celo posparto,2020-11-11 09:38,Potrero 5 (7654321-12006),Retorno al celo.
Servicio (IA o natural),2020-11-11 14:18,Potrero 5 (7654321-12006),Servicio exitoso.
Desparasitacion,2020-11-15 12:51,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2020-11-25 13:30,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-01-10 14:10,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2021-05-14 10:09,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2021-08-21 08:35,Potrero de paricion,Supervision del parto.
Lactancia,2021-08-23 11:03,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2021-09-29 07:26,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2021-09-29 07:43,Potrero 5 (7654321-12006),Retorno al celo.
Desparasitacion,2021-11-10 06:29,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2021-11-25 08:29,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Prenez confirmada,2021-11-28 14:34,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2022-05-09 12:45,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2022-07-09 06:39,Potrero de paricion,Supervision del parto.
Lactancia,2022-07-11 17:10,Potrero 5 (7654321-12006),Lactancia con ternero.
Servicio (IA o natural),2022-08-25 11:23,Potrero 5 (7654321-12006),Servicio exitoso.
Primer Celo posparto,2022-08-25 17:59,Potrero 5 (7654321-12006),Retorno al celo.
