Hito [UY568132202],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-02-07 17:09,Potrero de paricion,Registro del nacimiento.
Primer calostro,2023-02-08 07:11,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2023-02-12 11:29,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-02-12 18:44,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2023-02-16 06:25,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-02-21 10:00,Manga / campo,Plan sanitario local.
Revision general de salud,2023-02-23 12:01,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2023-03-09 09:20,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-04-08 14:38,Potrero 6 (7654321-12007),Vacunacion clostridial
Vacunacion clostridial,2023-05-08 06:49,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2023-05-08 11:55,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2023-05-27 08:16,Campo,Permanencia con la madre.
Marcacion / caravanas,2023-06-01 09:37,Manga / campo,Marcacion y vacunas.
Destete,2023-09-18 18:20,Potrero de destete,Separacion de la madre.
Desparasitacion,2023-11-04 11:59,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2024-04-13 15:59,Potrero 6 (7654321-12007),Primer celo detectado.
Desparasitacion,2024-05-02 09:42,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-05-07 08:34,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Segundo Celo,2024-05-10 11:57,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2024-05-27 15:09,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2024-05-27 17:55,Potrero 6 (7654321-12007),Tercer celo detectado.
Recria,2024-07-03 13:41,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2024-07-21 09:49,Manga / potrero,Seleccion de reposicion.
Prenez confirmada,2024-07-26 09:49,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-10-29 09:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-03-06 08:13,Potrero de paricion,Supervision del parto.
Lactancia,2025-03-08 10:11,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2025-04-27 10:10,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-05-07 11:04,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-10-24 12:17,Potrero 6 (7654321-12007),Antiparasitario programado.
Celo detectado,2025-12-03 07:01,Potrero 6 (7654321-12007),En espera de servicio.
