Hito [UY284412919],Fecha y Hora,Ubicación,Nota
Primer calostro,2024-11-22 07:45,Corral o potrero,Asegurar calostrado.
Nacimiento,2024-11-22 18:35,Potrero de paricion,Registro del nacimiento.
Control de ombligo y signos vitales,2024-11-24 12:37,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2024-11-25 08:46,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2024-11-26 10:14,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-11-27 13:59,Manga / campo,Plan sanitario local.
Revision general de salud,2024-12-04 09:51,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2025-01-01 16:24,Oficina / app,Cierre de registro.
Vacunacion clostridial,2025-01-21 08:43,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2025-01-27 10:58,Manga / campo,Marcacion y vacunas.
Desparasitacion,2025-02-20 10:08,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-02-20 18:12,Potrero 6 (7654321-12007),Vacunacion clostridial
Lactancia,2025-03-10 12:57,Campo,Permanencia con la madre.
Destete,2025-06-09 15:19,Potrero de destete,Separacion de la madre.
Desparasitacion,2025-08-19 12:35,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2025-09-02 15:27,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2025-12-07 18:37,Manga / potrero,Seleccion de reposicion.
