Hito [UY735098955],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-12-11 08:12,Potrero de paricion,Registro del nacimiento.
Primer calostro,2024-12-12 08:32,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2024-12-12 13:36,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2024-12-17 06:47,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2024-12-18 09:11,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2024-12-18 18:48,Manga / campo,Plan sanitario local.
Revision general de salud,2024-12-21 10:57,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2025-01-16 13:40,Oficina / app,Cierre de registro.
Vacunacion clostridial,2025-02-09 15:15,Potrero 6 (7654321-12007),Vacunacion clostridial
Vacunacion clostridial,2025-03-11 13:31,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2025-03-11 16:48,Potrero 6 (7654321-12007),Antiparasitario programado.
Marcacion / caravanas,2025-04-05 16:10,Manga / campo,Marcacion y vacunas.
Destete,2025-06-14 10:05,Potrero de destete,Separacion de la madre.
Lactancia,2025-08-01 15:06,Campo,Permanencia con la madre.
Desparasitacion,2025-09-07 07:00,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2025-11-12 07:17,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Seleccion de vientres,2025-12-08 11:01,Manga / potrero,Seleccion de reposicion.
