Hito [UY084611066],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-12-25 08:36,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2018-12-26 08:38,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2018-12-26 18:48,Manga / campo,Identificacion oficial.
Separacion de la madre,2018-12-27 08:07,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2018-12-28 17:54,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2019-01-02 17:02,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-01-03 12:05,Manga / campo,Plan sanitario local.
Revision general de salud,2019-01-08 09:23,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2019-01-19 18:02,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2019-01-31 10:13,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-02-23 15:48,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2019-03-01 07:28,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2019-03-25 10:09,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2019-03-25 10:40,Potrero 4 (7654321-12005),Vacunacion clostridial
Desparasitacion,2019-09-21 08:17,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo,2019-10-11 13:46,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2019-10-27 14:19,Potrero 4 (7654321-12005),Segundo celo detectado.
Servicio (IA o natural),2019-11-11 08:49,Potrero 4 (7654321-12005),Servicio exitoso.
Tercer Celo,2019-11-11 18:20,Potrero 4 (7654321-12005),Tercer celo detectado.
Seleccion,2019-11-27 14:09,Manga / campo,Seleccion de reposicion o descarte.
Recria,2019-12-09 06:51,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Prenez confirmada,2020-01-10 07:52,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2020-03-19 07:00,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2020-03-24 09:20,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Primer servicio (hembras),2020-04-12 11:59,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2020-08-20 14:43,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-08-21 08:13,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2020-08-22 17:02,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2020-09-15 15:35,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo posparto,2020-10-23 13:24,Potrero 4 (7654321-12005),Retorno al celo.
Servicio (IA o natural),2020-10-23 17:55,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2020-12-22 14:07,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2021-03-14 14:06,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2021-03-24 09:12,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2021-08-02 06:19,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-08-03 06:43,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2021-08-04 15:55,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2021-09-10 09:34,Potrero 4 (7654321-12005),Antiparasitario programado.
Primer Celo posparto,2021-10-05 07:21,Potrero 4 (7654321-12005),Retorno al celo.
Servicio (IA o natural),2021-10-05 13:56,Potrero 4 (7654321-12005),Servicio exitoso.
Prenez confirmada,2021-12-04 06:06,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Desparasitacion,2022-03-09 11:35,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2022-03-24 10:17,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Paricion,2022-07-15 14:49,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-07-16 16:47,Potrero 4 (7654321-12005),Ingreso a rutina.
Lactancia,2022-07-17 10:01,Potrero 4 (7654321-12005),Inicio de lactancia.
Desparasitacion,2022-09-05 11:17,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2023-03-04 08:45,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-03-24 14:20,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2023-08-31 18:18,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2024-02-27 15:15,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-03-23 18:28,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2024-08-25 08:04,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-02-21 10:39,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-03-23 16:07,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Desparasitacion,2025-08-20 11:34,Potrero 4 (7654321-12005),Antiparasitario programado.
