Hito [UY450455977],Fecha y Hora,Ubicación,Nota
Nacimiento,2024-09-06 12:32,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2024-09-06 16:19,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2024-09-07 09:52,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2024-09-09 08:01,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2024-09-10 13:35,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2024-09-12 07:29,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2024-09-12 18:50,Manga / campo,Plan sanitario local.
Revision general de salud,2024-09-15 07:00,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2024-10-03 11:43,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2024-10-06 18:14,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-11-05 15:27,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2024-11-07 15:37,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2024-12-05 12:43,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-12-05 17:25,Potrero 3 (7654321-12004),Vacunacion clostridial
Seleccion,2025-01-07 09:57,Manga / campo,Seleccion de reposicion o descarte.
Recria,2025-04-16 07:01,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2025-06-03 12:11,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo,2025-08-14 08:05,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2025-09-09 18:21,Potrero 3 (7654321-12004),Segundo celo detectado.
Tercer Celo,2025-10-01 07:02,Potrero 3 (7654321-12004),Tercer celo detectado.
Servicio (IA o natural),2025-10-01 13:03,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2025-11-30 08:59,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2025-11-30 11:13,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-12-05 13:01,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2025-12-20 13:51,Campo / brete / veterinario,Inicio de vida reproductiva.
