Hito [UY282116655],Fecha y Hora,Ubicación,Nota
Nacimiento,2020-10-30 07:36,Potrero de paricion,Registro del nacimiento.
Primer calostro,2020-10-30 08:50,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2020-10-31 13:14,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2020-11-02 15:34,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2020-11-04 10:06,Manga / campo,Identificacion oficial.
Vacunas iniciales,2020-11-09 06:14,Manga / campo,Plan sanitario local.
Revision general de salud,2020-11-19 10:59,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2020-12-03 12:45,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-12-29 15:59,Potrero 6 (7654321-12007),Vacunacion clostridial
Vacunacion clostridial,2021-01-28 07:56,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2021-01-28 13:32,Potrero 6 (7654321-12007),Antiparasitario programado.
Lactancia,2021-01-29 07:55,Campo,Permanencia con la madre.
Marcacion / caravanas,2021-02-22 08:18,Manga / campo,Marcacion y vacunas.
Destete,2021-05-02 14:36,Potrero de destete,Separacion de la madre.
Desparasitacion,2021-07-27 09:41,Potrero 6 (7654321-12007),Antiparasitario programado.
Recria,2021-10-28 14:59,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2022-01-23 11:27,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-01-28 14:30,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Primer Celo,2022-02-15 12:39,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2022-03-07 06:34,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2022-03-30 07:37,Potrero 6 (7654321-12007),Servicio exitoso.
Seleccion de vientres,2022-03-30 14:19,Manga / potrero,Seleccion de reposicion.
Tercer Celo,2022-03-30 17:57,Potrero 6 (7654321-12007),Tercer celo detectado.
Prenez confirmada,2022-05-29 13:59,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-07-22 13:19,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-01-07 10:41,Potrero de paricion,Supervision del parto.
Lactancia,2023-01-09 06:02,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2023-01-18 18:54,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-01-28 08:17,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Servicio (IA o natural),2023-03-03 10:12,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2023-03-03 11:26,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2023-05-02 11:56,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-07-17 09:01,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2023-12-11 18:03,Potrero de paricion,Supervision del parto.
Lactancia,2023-12-13 08:13,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2024-01-13 06:01,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-01-28 17:02,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Primer Celo posparto,2024-02-06 14:52,Potrero 6 (7654321-12007),Retorno al celo.
Servicio (IA o natural),2024-02-06 17:21,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2024-04-06 18:42,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2024-07-11 18:50,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-11-15 06:15,Potrero de paricion,Supervision del parto.
Lactancia,2024-11-17 13:04,Potrero 6 (7654321-12007),Lactancia con ternero.
Desparasitacion,2025-01-07 18:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Servicio (IA o natural),2025-01-21 15:44,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2025-01-21 18:36,Potrero 6 (7654321-12007),Retorno al celo.
Vacunacion clostridial,2025-01-27 07:02,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2025-03-22 18:51,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2025-07-06 14:38,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2025-10-31 06:22,Potrero de paricion,Supervision del parto.
Lactancia,2025-11-02 07:26,Potrero 6 (7654321-12007),Lactancia con ternero.
Celo detectado,2025-12-13 15:47,Potrero 6 (7654321-12007),En espera de servicio.
