Hito [UY646412689],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-05-14 11:20,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2023-05-14 13:07,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2023-05-16 15:37,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2023-05-17 16:55,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2023-05-18 14:40,Instalaciones sanitarias,Revision sanitaria inicial.
Guachera (cria artificial),2023-05-21 16:08,Guachera,Cria artificial y control sanitario.
Revision general de salud,2023-05-22 11:22,Campo / instalaciones,Chequeo clinico.
Ingreso al sistema (SNIG),2023-05-22 15:24,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-05-28 12:37,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2023-06-20 15:11,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-07-13 10:08,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2023-07-23 07:15,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2023-08-12 08:20,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2023-08-12 11:00,Potrero 2 (7654321-12003),Antiparasitario programado.
Recria,2024-01-15 07:11,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2024-02-08 13:08,Potrero 2 (7654321-12003),Antiparasitario programado.
Seleccion,2024-02-19 17:09,Manga / campo,Seleccion de reposicion o descarte.
Primer Celo,2024-05-14 15:08,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2024-06-05 15:24,Potrero 2 (7654321-12003),Segundo celo detectado.
Tercer Celo,2024-07-03 12:11,Potrero 2 (7654321-12003),Tercer celo detectado.
Servicio (IA o natural),2024-07-03 13:40,Potrero 2 (7654321-12003),Servicio exitoso.
Desparasitacion,2024-08-06 09:52,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-08-11 13:39,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Prenez confirmada,2024-09-01 14:44,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Primer servicio (hembras),2024-10-10 12:26,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2025-02-02 12:35,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2025-04-12 16:59,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-04-13 08:35,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2025-04-14 08:31,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2025-08-01 14:41,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-08-11 06:55,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
