Hito [UY175452091],Fecha y Hora,Ubicación,Nota
Primer calostro,2021-11-20 09:14,Corral o potrero,Asegurar calostrado.
Nacimiento,2021-11-20 15:25,Potrero de paricion,Registro del nacimiento.
Control de ombligo y signos vitales,2021-11-22 12:13,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2021-11-22 13:55,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2021-11-27 12:56,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2021-12-01 15:10,Manga / campo,Plan sanitario local.
Revision general de salud,2021-12-10 11:16,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-12-28 07:08,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-01-19 16:04,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2022-02-16 14:22,Manga / campo,Marcacion y vacunas.
Desparasitacion,2022-02-18 07:50,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-02-18 11:57,Potrero 6 (7654321-12007),Vacunacion clostridial
Lactancia,2022-05-31 07:18,Campo,Permanencia con la madre.
Destete,2022-06-02 15:02,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-08-17 10:59,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2022-12-11 13:27,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2022-12-31 12:23,Potrero 6 (7654321-12007),Segundo celo detectado.
Servicio (IA o natural),2023-01-27 08:28,Potrero 6 (7654321-12007),Servicio exitoso.
Servicio (IA o natural),2023-01-27 11:17,Potrero 6 (7654321-12007),Servicio exitoso.
Tercer Celo,2023-01-27 18:31,Potrero 6 (7654321-12007),Tercer celo detectado.
Seleccion de vientres,2023-02-09 12:28,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2023-02-13 09:06,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-02-18 07:18,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Recria,2023-03-13 14:39,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Prenez confirmada,2023-03-28 09:16,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Prenez confirmada,2023-03-28 12:01,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2023-08-12 07:04,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2024-02-08 11:02,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-02-18 14:32,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-08-06 14:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-02-02 11:12,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2025-02-17 14:41,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-08-01 16:21,Potrero 6 (7654321-12007),Antiparasitario programado.
