Hito [UY993631208],Fecha y Hora,Ubicación,Nota
Primer calostro,2018-10-02 13:44,Corral o potrero,Asegurar calostrado.
Nacimiento,2018-10-02 16:34,Potrero de paricion,Registro del nacimiento.
Colocacion de caravana oficial,2018-10-03 16:51,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2018-10-06 12:44,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2018-10-07 16:42,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2018-10-11 13:03,Manga / campo,Plan sanitario local.
Revision general de salud,2018-10-18 06:03,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-11-07 18:12,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-12-01 16:52,Potrero 6 (7654321-12007),Vacunacion clostridial
Vacunacion clostridial,2018-12-31 10:41,Potrero 6 (7654321-12007),Vacunacion clostridial
Desparasitacion,2018-12-31 14:50,Potrero 6 (7654321-12007),Antiparasitario programado.
Marcacion / caravanas,2019-01-28 09:12,Manga / campo,Marcacion y vacunas.
Destete,2019-04-05 06:26,Potrero de destete,Separacion de la madre.
Lactancia,2019-05-27 09:23,Campo,Permanencia con la madre.
Recria,2019-06-13 06:21,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2019-06-29 15:10,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2019-10-07 07:14,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2019-10-27 07:51,Potrero 6 (7654321-12007),Segundo celo detectado.
Seleccion de vientres,2019-11-15 16:42,Manga / potrero,Seleccion de reposicion.
Tercer Celo,2019-11-25 16:10,Potrero 6 (7654321-12007),Tercer celo detectado.
Servicio (IA o natural),2019-11-25 17:10,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2019-12-26 10:06,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2019-12-31 15:23,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2020-01-24 06:26,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2020-06-23 15:20,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2020-09-03 14:06,Potrero de paricion,Supervision del parto.
Lactancia,2020-09-05 11:20,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2020-10-09 09:39,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2020-10-09 14:40,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2020-12-08 09:59,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2020-12-20 16:44,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2020-12-30 06:04,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2021-06-18 12:43,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2021-07-19 14:25,Potrero de paricion,Supervision del parto.
Lactancia,2021-07-21 12:07,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2021-09-17 07:22,Potrero 6 (7654321-12007),Servicio exitoso.
Primer Celo posparto,2021-09-17 09:13,Potrero 6 (7654321-12007),Retorno al celo.
Prenez confirmada,2021-11-16 11:11,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2021-12-15 18:44,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2021-12-30 09:26,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2022-06-13 08:21,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2022-06-27 06:25,Potrero de paricion,Supervision del parto.
Lactancia,2022-06-29 16:20,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2022-08-20 06:24,Potrero 6 (7654321-12007),Servicio exitoso.
Prenez confirmada,2022-10-19 09:29,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Desparasitacion,2022-12-10 08:40,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2022-12-30 10:49,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Secado,2023-03-31 09:04,Potrero 6 (7654321-12007),Inicio de periodo seco.
Desparasitacion,2023-06-08 18:56,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2023-12-05 17:20,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-12-30 15:31,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2024-06-02 16:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2024-11-29 07:21,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-12-29 07:45,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-05-28 06:38,Potrero 6 (7654321-12007),Antiparasitario programado.
Desparasitacion,2025-11-24 15:28,Potrero 6 (7654321-12007),Antiparasitario programado.
