Hito [UY239670711],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-06-30 12:40,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2021-07-01 07:07,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2021-07-01 14:23,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2021-07-01 16:32,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2021-07-04 15:34,Manga / campo,Identificacion oficial.
Guachera (cria artificial),2021-07-06 14:34,Guachera,Cria artificial y control sanitario.
Ingreso al sistema (SNIG),2021-07-06 17:09,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2021-07-09 12:00,Manga / campo,Plan sanitario local.
Revision general de salud,2021-07-16 11:15,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2021-08-08 12:11,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-08-29 06:20,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2021-08-29 12:55,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2021-09-28 09:18,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2021-09-28 10:32,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2022-03-27 11:55,Potrero 2 (7654321-12003),Antiparasitario programado.
Seleccion,2022-04-14 11:16,Manga / campo,Seleccion de reposicion o descarte.
Recria,2022-05-26 06:40,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2022-06-09 07:22,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2022-06-25 09:46,Potrero 2 (7654321-12003),Segundo celo detectado.
Servicio (IA o natural),2022-07-15 07:49,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2022-07-15 16:40,Potrero 2 (7654321-12003),Tercer celo detectado.
Prenez confirmada,2022-09-13 15:47,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2022-09-23 18:03,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer servicio (hembras),2022-09-25 11:50,Campo / brete / veterinario,Inicio de vida reproductiva.
Vacunacion clostridial,2022-09-28 12:52,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2023-03-22 16:21,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2023-04-24 18:21,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-04-25 08:02,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2023-04-26 11:34,Potrero 2 (7654321-12003),Inicio de lactancia.
Primer Celo posparto,2023-06-26 11:52,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2023-06-26 16:11,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2023-08-25 18:43,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-09-18 10:07,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-09-28 14:30,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-03-16 18:23,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2024-04-04 13:44,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-04-05 13:40,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2024-04-06 08:51,Potrero 2 (7654321-12003),Inicio de lactancia.
Primer Celo posparto,2024-05-28 08:04,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2024-05-28 17:49,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2024-07-27 13:02,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2024-09-12 12:56,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-09-27 10:02,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2025-03-07 10:12,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-03-08 06:50,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2025-03-09 09:56,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2025-03-11 12:47,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-09-07 13:57,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-09-27 18:41,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
