Hito [UY773869166],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-10-17 07:33,Potrero de paricion,Registro del nacimiento.
Primer calostro,2021-10-18 14:06,Corral o potrero,Asegurar calostrado.
Ingreso al sistema (SNIG),2021-10-21 14:47,Oficina / app,Registro del nacimiento.
Colocacion de caravana oficial,2021-10-22 13:14,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2021-10-23 13:19,Instalaciones sanitarias,Revision sanitaria inicial.
Revision general de salud,2021-10-25 18:58,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2021-10-31 13:09,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2021-11-21 10:02,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-12-16 16:53,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2022-01-15 09:37,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2022-01-15 10:22,Potrero 5 (7654321-12006),Vacunacion clostridial
Lactancia,2022-01-22 10:07,Campo,Permanencia con la madre.
Marcacion / caravanas,2022-01-25 13:27,Manga / campo,Marcacion y vacunas.
Destete,2022-05-22 08:56,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-07-14 13:14,Potrero 5 (7654321-12006),Antiparasitario programado.
Seleccion de vientres,2022-12-08 14:06,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2023-01-10 15:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-01-15 07:00,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Primer Celo,2023-02-06 07:46,Potrero 5 (7654321-12006),Primer celo detectado.
Recria,2023-02-18 18:18,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Segundo Celo,2023-03-02 15:38,Potrero 5 (7654321-12006),Segundo celo detectado.
Tercer Celo,2023-03-24 11:15,Potrero 5 (7654321-12006),Tercer celo detectado.
Servicio (IA o natural),2023-03-24 16:31,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2023-05-23 17:27,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-07-09 16:17,Potrero 5 (7654321-12006),Antiparasitario programado.
Paricion,2024-01-01 12:03,Potrero de paricion,Supervision del parto.
Lactancia,2024-01-03 16:06,Potrero 5 (7654321-12006),Lactancia con ternero.
Desparasitacion,2024-01-05 07:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-01-15 07:45,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2024-03-01 18:17,Potrero 5 (7654321-12006),Servicio exitoso.
Prenez confirmada,2024-04-30 17:46,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2024-07-03 17:31,Potrero 5 (7654321-12006),Antiparasitario programado.
Secado,2024-10-10 10:57,Potrero 5 (7654321-12006),Inicio de periodo seco.
Desparasitacion,2024-12-30 14:38,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-01-14 18:31,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-06-28 15:24,Potrero 5 (7654321-12006),Antiparasitario programado.
Diagnostico de enfermedad,2025-12-15 16:32,Manga Potrero 5,Queratoconjuntivitis infecciosa (pinkeye)
Tratamiento en curso,2025-12-16 11:26,Manga Potrero 5,Confinamiento en manga.
