Hito [UY183758720],Fecha y Hora,Ubicación,Nota
Nacimiento,2022-03-28 11:27,Potrero de paricion,Registro del nacimiento.
Primer calostro,2022-03-29 10:07,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2022-03-31 14:48,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2022-03-31 17:14,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2022-04-02 10:58,Manga / campo,Plan sanitario local.
Colocacion de caravana oficial,2022-04-02 13:31,Manga / campo,Identificacion oficial.
Revision general de salud,2022-04-10 14:28,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2022-05-02 06:25,Oficina / app,Cierre de registro.
Lactancia,2022-05-16 11:05,Campo,Permanencia con la madre.
Vacunacion clostridial,2022-05-27 11:53,Potrero 5 (7654321-12006),Vacunacion clostridial
Vacunacion clostridial,2022-06-26 10:15,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2022-06-26 11:33,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2022-07-22 15:51,Manga / campo,Marcacion y vacunas.
Destete,2022-09-25 17:14,Potrero de destete,Separacion de la madre.
Desparasitacion,2022-12-23 18:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Primer Celo,2023-04-22 11:19,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2023-05-15 07:40,Potrero 5 (7654321-12006),Segundo celo detectado.
Seleccion de vientres,2023-05-25 09:10,Manga / potrero,Seleccion de reposicion.
Servicio (IA o natural),2023-06-05 06:30,Potrero 5 (7654321-12006),Servicio exitoso.
Servicio (IA o natural),2023-06-05 06:37,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2023-06-05 16:06,Potrero 5 (7654321-12006),Tercer celo detectado.
Desparasitacion,2023-06-21 07:49,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2023-06-26 07:30,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Recria,2023-06-27 07:58,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Prenez confirmada,2023-08-04 12:51,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Prenez confirmada,2023-08-04 18:40,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2023-12-18 15:39,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2024-06-15 13:48,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2024-06-25 09:21,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2024-12-12 07:40,Potrero 5 (7654321-12006),Antiparasitario programado.
Desparasitacion,2025-06-10 13:37,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-06-25 06:52,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Desparasitacion,2025-12-07 07:05,Potrero 5 (7654321-12006),Antiparasitario programado.
