Hito [UY864411347],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-11-06 07:28,Potrero de paricion,Registro del nacimiento.
Primer calostro,2023-11-07 08:08,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2023-11-07 11:56,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2023-11-09 17:27,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2023-11-12 07:12,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-11-15 06:08,Manga / campo,Plan sanitario local.
Revision general de salud,2023-11-19 12:47,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2023-12-11 06:10,Oficina / app,Cierre de registro.
Vacunacion clostridial,2024-01-05 08:09,Potrero 5 (7654321-12006),Vacunacion clostridial
Vacunacion clostridial,2024-02-04 11:32,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2024-02-04 16:15,Potrero 5 (7654321-12006),Antiparasitario programado.
Marcacion / caravanas,2024-02-16 10:07,Manga / campo,Marcacion y vacunas.
Lactancia,2024-04-24 09:30,Campo,Permanencia con la madre.
Destete,2024-05-30 13:35,Potrero de destete,Separacion de la madre.
Desparasitacion,2024-08-02 06:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Seleccion de vientres,2024-12-02 11:48,Manga / potrero,Seleccion de reposicion.
Primer Celo,2024-12-27 18:49,Potrero 5 (7654321-12006),Primer celo detectado.
Segundo Celo,2025-01-28 12:32,Potrero 5 (7654321-12006),Segundo celo detectado.
Desparasitacion,2025-01-29 11:27,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-02-03 06:49,Potrero 5 (7654321-12006),Refuerzo anual clostridial.
Servicio (IA o natural),2025-02-21 07:06,Potrero 5 (7654321-12006),Servicio exitoso.
Servicio (IA o natural),2025-02-21 17:53,Potrero 5 (7654321-12006),Servicio exitoso.
Tercer Celo,2025-02-21 17:59,Potrero 5 (7654321-12006),Tercer celo detectado.
Recria,2025-03-13 18:43,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Prenez confirmada,2025-04-22 12:08,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Prenez confirmada,2025-04-22 18:01,Potrero 5 (7654321-12006),Diagnostico de gestacion.
Desparasitacion,2025-07-28 15:47,Potrero 5 (7654321-12006),Antiparasitario programado.
