Hito [UY575770529],Fecha y Hora,Ubicación,Nota
Primer calostro,2020-02-15 11:04,Corral o potrero,Asegurar calostrado.
Nacimiento,2020-02-15 16:59,Potrero / corral de maternidad,Registro del nacimiento.
Control de ombligo y signos vitales,2020-02-16 08:20,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2020-02-16 18:12,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2020-02-20 14:46,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2020-02-20 17:01,Oficina / app,Registro del nacimiento.
Guachera (cria artificial),2020-02-23 08:11,Guachera,Cria artificial y control sanitario.
Vacunas iniciales,2020-02-25 12:26,Manga / campo,Plan sanitario local.
Revision general de salud,2020-02-26 13:47,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2020-03-26 17:17,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-04-15 13:08,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2020-04-15 18:39,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2020-05-15 08:12,Potrero 3 (7654321-12004),Vacunacion clostridial
Desparasitacion,2020-05-15 16:12,Potrero 3 (7654321-12004),Antiparasitario programado.
Seleccion,2020-09-10 15:14,Manga / campo,Seleccion de reposicion o descarte.
Recria,2020-09-28 15:36,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2020-10-21 11:05,Potrero 3 (7654321-12004),Primer celo detectado.
Desparasitacion,2020-11-11 18:13,Potrero 3 (7654321-12004),Antiparasitario programado.
Segundo Celo,2020-11-17 17:49,Potrero 3 (7654321-12004),Segundo celo detectado.
Tercer Celo,2020-12-18 13:08,Potrero 3 (7654321-12004),Tercer celo detectado.
Servicio (IA o natural),2020-12-18 14:54,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2021-02-16 15:30,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2021-05-10 07:11,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2021-05-15 09:02,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2021-06-08 16:01,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2021-09-27 17:41,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-09-28 11:11,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2021-09-29 12:31,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2021-11-06 13:55,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2022-05-05 15:31,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2022-05-15 12:48,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2022-11-01 17:20,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2023-04-30 13:56,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-05-15 06:59,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2023-10-27 09:27,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2024-04-24 12:49,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-05-14 10:26,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2024-10-21 06:38,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2025-04-19 17:52,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-05-14 09:47,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2025-10-16 12:46,Potrero 3 (7654321-12004),Antiparasitario programado.
