Hito [UY682560971],Fecha y Hora,Ubicación,Nota
Primer calostro,2018-05-28 09:45,Corral o potrero,Asegurar calostrado.
Nacimiento,2018-05-28 16:31,Potrero / corral de maternidad,Registro del nacimiento.
Separacion de la madre,2018-05-29 12:11,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2018-05-30 09:55,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2018-06-04 17:31,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2018-06-04 18:17,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2018-06-08 08:27,Manga / campo,Plan sanitario local.
Revision general de salud,2018-06-17 09:38,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2018-06-25 18:09,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2018-06-30 10:46,Oficina / app,Cierre de registro.
Destete,2018-07-27 10:16,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2018-07-27 14:02,Potrero 3 (7654321-12004),Vacunacion clostridial
Desparasitacion,2018-08-26 10:07,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2018-08-26 15:11,Potrero 3 (7654321-12004),Vacunacion clostridial
Recria,2018-12-24 15:28,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Seleccion,2018-12-31 11:37,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2019-02-22 11:02,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo,2019-05-10 07:00,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2019-06-05 13:08,Potrero 3 (7654321-12004),Segundo celo detectado.
Tercer Celo,2019-06-19 11:44,Potrero 3 (7654321-12004),Tercer celo detectado.
Servicio (IA o natural),2019-06-19 12:43,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2019-08-18 09:45,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2019-08-21 08:31,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2019-08-26 10:10,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2019-11-16 16:29,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2020-02-17 10:47,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2020-03-28 12:45,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-03-29 12:47,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2020-03-30 15:16,Potrero 3 (7654321-12004),Inicio de lactancia.
Primer Celo posparto,2020-05-13 07:06,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2020-05-13 14:03,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2020-07-12 06:21,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2020-08-15 11:59,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2020-08-25 14:31,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2021-02-11 12:18,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2021-02-20 09:30,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-02-21 11:38,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2021-02-22 16:51,Potrero 3 (7654321-12004),Inicio de lactancia.
Primer Celo posparto,2021-04-28 15:45,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2021-04-28 17:51,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2021-06-27 06:00,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2021-08-10 10:39,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2021-08-25 11:56,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2022-02-05 10:32,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-02-06 15:24,Potrero 3 (7654321-12004),Ingreso a rutina.
Desparasitacion,2022-02-06 18:59,Potrero 3 (7654321-12004),Antiparasitario programado.
Lactancia,2022-02-07 10:25,Potrero 3 (7654321-12004),Inicio de lactancia.
Servicio (IA o natural),2022-04-05 16:23,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2022-06-04 08:57,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2022-08-05 10:33,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2022-08-25 13:08,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2023-02-01 11:27,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2023-07-31 08:20,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-08-25 07:20,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2024-01-27 17:31,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2024-07-25 18:09,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2024-08-24 17:33,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2025-01-21 14:54,Potrero 3 (7654321-12004),Antiparasitario programado.
Desparasitacion,2025-07-20 16:40,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2025-08-24 12:09,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
