Hito [UY882403818],Fecha y Hora,Ubicación,Nota
Nacimiento,2025-06-07 07:47,Potrero de paricion,Registro del nacimiento.
Control de ombligo y signos vitales,2025-06-08 12:43,Instalaciones sanitarias,Revision sanitaria inicial.
Primer calostro,2025-06-08 14:59,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2025-06-11 18:55,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2025-06-12 13:31,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2025-06-20 16:43,Manga / campo,Plan sanitario local.
Revision general de salud,2025-06-22 17:07,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2025-07-13 06:39,Oficina / app,Cierre de registro.
Lactancia,2025-07-25 17:00,Campo,Permanencia con la madre.
Vacunacion clostridial,2025-08-06 09:47,Potrero 5 (7654321-12006),Vacunacion clostridial
Desparasitacion,2025-09-05 14:43,Potrero 5 (7654321-12006),Antiparasitario programado.
Vacunacion clostridial,2025-09-05 16:58,Potrero 5 (7654321-12006),Vacunacion clostridial
Marcacion / caravanas,2025-09-20 12:44,Manga / campo,Marcacion y vacunas.
Destete,2025-12-21 17:22,Potrero de destete,Separacion de la madre.
