Hito [UY573528321],Fecha y Hora,Ubicación,Nota
Nacimiento,2022-10-29 06:58,Potrero de paricion,Registro del nacimiento.
Primer calostro,2022-10-29 12:20,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2022-10-30 18:08,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2022-10-30 18:28,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2022-11-01 10:39,Oficina / app,Registro del nacimiento.
Revision general de salud,2022-11-06 16:03,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2022-11-13 12:04,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2022-12-06 06:18,Oficina / app,Cierre de registro.
Vacunacion clostridial,2022-12-28 07:37,Potrero 6 (7654321-12007),Vacunacion clostridial
Marcacion / caravanas,2023-01-03 15:48,Manga / campo,Marcacion y vacunas.
Desparasitacion,2023-01-27 16:32,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2023-01-27 18:53,Potrero 6 (7654321-12007),Vacunacion clostridial
Destete,2023-05-23 09:55,Potrero de destete,Separacion de la madre.
Lactancia,2023-06-03 12:25,Campo,Permanencia con la madre.
Recria,2023-07-01 13:24,Campo / pasturas mejoradas,Ganancia de peso y control sanitario.
Desparasitacion,2023-07-26 10:22,Potrero 6 (7654321-12007),Antiparasitario programado.
Primer Celo,2023-11-12 15:39,Potrero 6 (7654321-12007),Primer celo detectado.
Segundo Celo,2023-11-30 07:21,Potrero 6 (7654321-12007),Segundo celo detectado.
Tercer Celo,2023-12-20 16:43,Potrero 6 (7654321-12007),Tercer celo detectado.
Servicio (IA o natural),2023-12-20 18:01,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2024-01-22 12:30,Potrero 6 (7654321-12007),Antiparasitario programado.
Vacunacion clostridial,2024-01-27 09:57,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Prenez confirmada,2024-02-18 13:33,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Seleccion de vientres,2024-02-19 18:27,Manga / potrero,Seleccion de reposicion.
Desparasitacion,2024-07-20 17:39,Potrero 6 (7654321-12007),Antiparasitario programado.
Paricion,2024-09-28 11:37,Potrero de paricion,Supervision del parto.
Lactancia,2024-09-30 09:06,Potrero 6 (7654321-12007),Lactancia con ternero.
Servicio (IA o natural),2024-11-18 07:00,Potrero 6 (7654321-12007),Servicio exitoso.
Desparasitacion,2025-01-16 13:11,Potrero 6 (7654321-12007),Antiparasitario programado.
Prenez confirmada,2025-01-17 15:45,Potrero 6 (7654321-12007),Diagnostico de gestacion.
Vacunacion clostridial,2025-01-26 15:08,Potrero 6 (7654321-12007),Refuerzo anual clostridial.
Desparasitacion,2025-07-15 09:08,Potrero 6 (7654321-12007),Antiparasitario programado.
