Hito [UY710026086],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-05-18 11:09,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2018-05-18 17:34,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2018-05-19 17:30,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2018-05-23 11:41,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2018-05-24 10:30,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2018-05-25 18:36,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2018-06-02 08:51,Manga / campo,Plan sanitario local.
Revision general de salud,2018-06-03 17:58,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-06-24 11:44,Oficina / app,Cierre de registro.
Guachera (cria artificial),2018-07-16 06:08,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2018-07-17 16:23,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2018-07-20 10:01,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2018-08-16 09:46,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2018-08-16 12:09,Potrero 1 (7654321-12002),Vacunacion clostridial
Seleccion,2018-12-06 13:22,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2019-02-12 13:47,Potrero 1 (7654321-12002),Antiparasitario programado.
Recria,2019-03-09 15:53,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2019-05-10 15:41,Potrero 1 (7654321-12002),Primer celo detectado.
Segundo Celo,2019-05-31 09:37,Potrero 1 (7654321-12002),Segundo celo detectado.
Tercer Celo,2019-06-25 14:14,Potrero 1 (7654321-12002),Tercer celo detectado.
Servicio (IA o natural),2019-06-25 18:59,Potrero 1 (7654321-12002),Servicio exitoso.
Desparasitacion,2019-08-11 12:51,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2019-08-16 17:54,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2019-08-22 11:03,Campo / brete / veterinario,Inicio de vida reproductiva.
Prenez confirmada,2019-08-24 18:17,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2020-02-07 13:18,Potrero 1 (7654321-12002),Antiparasitario programado.
Paricion,2020-04-03 09:01,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-04-04 07:34,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2020-04-05 13:43,Potrero 1 (7654321-12002),Inicio de lactancia.
Servicio (IA o natural),2020-05-28 14:25,Potrero 1 (7654321-12002),Servicio exitoso.
Primer Celo posparto,2020-05-28 16:05,Potrero 1 (7654321-12002),Retorno al celo.
Prenez confirmada,2020-07-27 09:31,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2020-08-05 08:51,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2020-08-15 12:23,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2021-02-01 17:57,Potrero 1 (7654321-12002),Antiparasitario programado.
Paricion,2021-03-07 11:38,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-03-08 15:32,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2021-03-09 06:58,Potrero 1 (7654321-12002),Inicio de lactancia.
Desparasitacion,2021-07-31 12:46,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2021-08-15 12:23,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2022-01-27 12:08,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2022-07-26 15:38,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2022-08-15 06:18,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2023-01-22 07:09,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2023-07-21 09:19,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-08-15 11:22,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2024-01-17 13:55,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2024-07-15 14:21,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-08-14 10:28,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2025-01-11 07:59,Potrero 1 (7654321-12002),Antiparasitario programado.
Desparasitacion,2025-07-10 15:48,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-08-14 14:05,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
